"";"author";"title";"date";"filename";"century";"words";"number_of_nodes";"normalized_number_of_nodes";"density";"assortativity_coefficient";"average_shortest_path_length";"diameter";"transitivity";"mean_degree";"mean_clustering";"max_clustering";"size_gcc";"strongly_connected_components"
"16";"Antonio das Chagas";"Obras Espirituais II";"1687";"chagas1687.txt";"17th Century";"49603";"3235";"0.06521782956676007";"0.002116232189095956";"-0.33892900954391925";"2.956167803639652";"7.041666666666668";"0.05705482530457367";"11.288478629466539";"0.9556135044016789";"2.0";"1.0";"1"
"17";"Manuel da Costa";"A Arte de Furtar";"1652";"costa1652.txt";"17th Century";"51548";"6180";"0.11988825948630402";"0.0007676853063749175";"-0.3201287265515342";"3.2865943264350332";"15.652777777777779";"0.024143250448364028";"8.235322047822534";"0.791641241775881";"2.0";"1.0";"1"
"18";"Manuel de Galhegos";"Gazeta";"1641";"galhegos1641.txt";"17th Century";"25438";"2681";"0.1053935057787562";"0.00175558240130938";"-0.29557531658723574";"3.1864538738608337";"11.625886524822695";"0.03204683901919396";"7.816570903308107";"0.7366357800065015";"2.0";"1.0";"1"
"19";"Francisco Rodrigues Lobo";"Corte da Aldeia e Noites de Inverno";"1619";"lobo1619.txt";"17th Century";"51830";"4107";"0.07923982249662358";"0.001534393360462001";"-0.31537996996320206";"2.9823811911067213";"12.085870081184046";"0.0380831861308445";"10.588963212733349";"0.9592084165201059";"2.0";"1.0";"1"
"20";"Gregorio de Matos";"Mixed Texts (Part 1)";"1650";"matos17th1.txt";"17th Century";"58454";"5702";"0.09754678892804598";"0.0008226510010027962";"-0.29776404290696606";"3.357787630530707";"12.371836007130126";"0.030419967033304553";"8.409909631612662";"0.6795074379030753";"2.0";"1.0";"1"
"21";"Gregorio de Matos";"Mixed Texts (Part 2)";"1650";"matos17th2.txt";"17th Century";"41488";"7167";"0.17274874662553028";"0.0007013609100319904";"-0.2918705840014002";"3.3137046322920574";"16.12937062937063";"0.027746290977686387";"8.945579557717931";"0.7116529883082254";"2.0";"1.0";"1"
"22";"Francisco Manuel de Melo";"Tácito Portugues";"1650";"melo1650.txt";"17th Century";"34077";"3745";"0.1098981717874226";"0.0014563577647689796";"-0.29011832225786854";"3.066790264512227";"8.09090909090909";"0.03038831772738076";"9.536935246356958";"0.7737257032779524";"2.0";"1.0";"1"
"23";"Padre Antonio Vieira";"Sermao pelo Bom Sucesso das Armas de Portugal contra as de Holanda";"1640";"vieira1640.txt";"17th Century";"9145";"1675";"0.18316019682886822";"0.0021947609622140194";"-0.2973242995162145";"3.769739506006209";"13.0";"0.04550229096111705";"6.532763221349833";"0.5275176350381957";"2.0";"0.9994029850746269";"2"
"24";"Padre Antonio Vieira";"Sermao dos Bons Anos";"1642";"vieira1642.txt";"17th Century";"8853";"1552";"0.1753078052637524";"0.002399931537352024";"-0.2845418027314803";"4.0150317173103724";"15.384313725490195";"0.05645297499611531";"6.497403295128305";"0.4397491589666197";"2.0";"0.9993556701030928";"2"
"25";"Padre Antonio Vieira";"Sermao da Sexagésima";"1655";"vieira1655.txt";"17th Century";"11442";"1594";"0.13931130921167628";"0.0026196794161407228";"-0.3211148149153751";"3.7588508696689797";"15.541666666666664";"0.05931865626051532";"7.155884011599353";"0.5589805439717797";"2.0";"1.0";"1"
"26";"Padre Antonio Vieira";"Sermao do Espírito Santo";"1657";"vieira1657.txt";"17th Century";"12139";"1843";"0.1518246972567757";"0.002252853329468606";"-0.32503993442981083";"3.6971538285251055";"18.071428571428573";"0.05307679972009214";"7.298834728939749";"0.6161199147181455";"2.0";"1.0";"1"
"27";"Padre Antonio Vieira";"Cartas";"1646";"vieira1670.txt";"17th Century";"52391";"3214";"0.06134641446049894";"0.0021691591661209876";"-0.31423285477647495";"2.9737209272148326";"7.567522940897554";"0.05647072663414018";"11.349355568775705";"0.9652837603743891";"2.0000000000000004";"1.0";"1"
"28";"Padre Antonio Vieira";"Cartas";"1650";"vieira17th.txt";"17th Century";"52391";"3214";"0.06134641446049894";"0.0021691591661209876";"-0.31423285477647495";"2.9737209272148326";"7.567522940897554";"0.05647072663414018";"11.349355568775705";"0.9652837603743891";"2.0000000000000004";"1.0";"1"
"29";"Matias Aires";"Reflexoes Sobre a Vaidade dos Homens";"1752";"aires1752.txt";"18th Century";"54942";"6667";"0.12134614684576463";"0.0006550527559130594";"-0.3241895500709902";"3.3525894137336336";"14.007299270072993";"0.027246878056142048";"7.626046917555356";"0.7829586129900477";"2.0";"1.0";"1"
"30";"Manoel Botelho de Oliveira";"À Ilha da Maré";"1705";"botelho1705.txt";"18th Century";"1852";"665";"0.35907127429805613";"0.003668810580668539";"-0.34976060238062445";"3.9144691574050023";"10.233766233766234";"0.03813042479096325";"4.643868111838037";"0.3114916880640758";"2.0";"0.9969924812030075";"3"
"31";"Pedro Correia Garcao";"Obras Completas";"1750";"garcao18th.txt";"18th Century";"24562";"3257";"0.13260320820780067";"0.0013902205719829302";"-0.30523116681784607";"3.4715665333181454";"25.716190476190476";"0.027313462711039207";"7.844750974011074";"0.6046477037550654";"2.0";"1.0";"1"
"32";"Teresa Margarida da Silva e Ortas";"Aventuras de Diófanes";"1777";"ortas1777.txt";"18th Century";"67649";"4060";"0.0600156691155819";"0.0019078202425553141";"-0.31792405890722214";"2.906469398938355";"6.011736042002677";"0.04284959804319375";"12.766311219293977";"0.8614375036390777";"2.0";"0.9997536945812808";"2"
"33";"António Nunes Ribeiro Sanches";"Cartas Sobre a Educacao da Mocidade";"1760";"sanches1760.txt";"18th Century";"56017";"6648";"0.11867825838584715";"0.0006762729836410913";"-0.28359628437810375";"3.7444852884601634";"21.064754856614243";"0.023401705794496578";"7.6934096775489955";"0.614991047417631";"2.0";"1.0";"1"
"34";"Antonio José da Silva";"Vida do Grande D. Quixote de La Mancha e do Gordo Sancho Panca";"1733";"silva1733.txt";"18th Century";"20055";"2453";"0.12231363749688356";"0.0019673283504767275";"-0.3106121628230825";"3.3589139965509967";"14.07168458781362";"0.06061513583441138";"8.402373540798473";"0.6569337373972505";"2.0";"0.9995923359152059";"2"
"35";"Antonio José da Silva";"Esopaida ou Vida de Esopo";"1734";"silva1734.txt";"18th Century";"20455";"2351";"0.11493522366169641";"0.002133632587310063";"-0.33328429419706085";"3.363321830022735";"14.1";"0.07440928342784846";"8.608914896902716";"0.6556234239147183";"2.0";"0.9995746490854955";"2"
"36";"Antonio José da Silva";"Os Encantos de Medeia";"1735";"silva1735.txt";"18th Century";"16685";"1949";"0.11681150734192389";"0.002580431390604143";"-0.33971569218257436";"3.270965266087812";"7.333766233766234";"0.07737832546876237";"8.631742521224227";"0.6694152222526029";"2.0";"0.9989738327347357";"3"
"37";"Antonio José da Silva";"Anfitriao ou Jupiter e Alcmena";"1736";"silva1736.txt";"18th Century";"25042";"2395";"0.09563932593243352";"0.0023468553080683617";"-0.3299101508080507";"3.2709656884033325";"12.0";"0.08055976958173432";"9.529847937435614";"0.6979301273602704";"2.0";"1.0";"1"
"38";"Antonio José da Silva";"O Labirinto de Creta";"1736";"silva1736b.txt";"18th Century";"30050";"2832";"0.09424292845257903";"0.00200077531446635";"-0.32385480333332106";"3.1967451510416356";"8.177777777777777";"0.06671282203152931";"9.627973543958568";"0.7466012403608008";"2.0";"1.0";"1"
"39";"Antonio José da Silva";"As Verdades de Proteu";"1737";"silva1737.txt";"18th Century";"16153";"1985";"0.12288738933944159";"0.0024609978061265942";"-0.3489893929635064";"3.2679676708377348";"8.650387989203779";"0.06754826131280145";"8.448672045962406";"0.6461109429619143";"2.0";"1.0";"1"
"40";"Antonio José da Silva";"Guerras do Alecrim e da Manjerona";"1737";"silva1737b.txt";"18th Century";"23096";"2534";"0.10971596813301004";"0.0019351505665857875";"-0.3504862645568318";"3.3989153746707625";"13.576001285760205";"0.06788454350319582";"8.421868944847624";"0.7024137081218486";"2.0";"1.0";"1"
"41";"Antonio José da Silva";"Precipício de Faetonte";"1738";"silva1738.txt";"18th Century";"21248";"2376";"0.11182228915662651";"0.0021403508771929824";"-0.32614093958668755";"3.307706184653553";"13.522222222222222";"0.06340597200845842";"8.748754771354609";"0.655744477889788";"2.0";"1.0";"1"
"42";"Luis Antonio Verney";"O Verdadeiro Método de Estudar";"1746";"verney1746.txt";"18th Century";"47818";"3807";"0.07961437115730478";"0.0015549943193119513";"-0.2955098034995367";"3.467560310466062";"14.05";"0.06719438764559021";"9.808027380081532";"0.7447552671728174";"2.0";"1.0";"1"
"43";"Casimiro de Abreu";"Carolina";"1856";"abreu1856.txt";"19th Century";"5275";"1119";"0.21213270142180093";"0.0031453780128884563";"-0.278390633677097";"3.6679935605679104";"8.2";"0.0487944864359474";"6.383254735533556";"0.34781297466023936";"2.0";"1.0";"1"
"44";"José de Alencar";"O Guarani";"1857";"alencar1857.txt";"19th Century";"109296";"6122";"0.0560130288391158";"0.0012515490584868018";"-0.2739936733871886";"2.9851970078960286";"6.595753934093507";"0.037421897781520205";"12.565691429461863";"0.8350070411884949";"2.0";"1.0";"1"
"45";"José de Alencar";"Lucíola";"1862";"alencar1862.txt";"19th Century";"46302";"4576";"0.09882942421493672";"0.001240972142611487";"-0.28590992851747377";"3.119983998242195";"6.833333333333333";"0.03305153324612126";"9.821460923853325";"0.7248589296394723";"2.0";"1.0";"1"
"46";"José de Alencar";"Iracema";"1865";"alencar1865.txt";"19th Century";"29639";"3485";"0.11758156483012247";"0.00139477537815832";"-0.2857783663759793";"3.205964054575374";"8.14137759170654";"0.027781261032301965";"8.379682702725127";"0.6438616887863602";"2.0";"1.0";"1"
"47";"José de Alencar";"Senhora";"1875";"alencar1875.txt";"19th Century";"78378";"6748";"0.08609558804766644";"0.0008946873048760656";"-0.27707216816385066";"3.0296686120745315";"8.524993317294841";"0.023588184001207102";"10.31504138958005";"0.8214515805897962";"2.0";"1.0";"1"
"48";"Manuel Antonio de Almeida";"Memórias de um Sargento de Milícias";"1852";"almeida1852.txt";"19th Century";"60982";"4850";"0.07953166508149946";"0.0012819733264165425";"-0.2748459702334063";"3.08558895127702";"9.509900990099009";"0.04224204212552986";"10.50962165951536";"0.7939199783136967";"2.0";"1.0";"1"
"49";"Castro Alves";"Espumas Flutuantes";"1870";"alves1870.txt";"19th Century";"20016";"3920";"0.19584332533972823";"0.0009611078419630163";"-0.2614133900254979";"3.7681018950065353";"18.325";"0.018874766693719243";"6.891630465499866";"0.372108098959976";"2.0";"1.0";"1"
"50";"Álvares de Azevedo";"Noite na Taverna";"1855";"azevedo1855.txt";"19th Century";"18112";"2609";"0.14404814487632508";"0.0017331758636339053";"-0.29827877949694004";"3.4656176296303265";"25.228571428571428";"0.03543220391125677";"8.01516168536661";"0.6100067319256324";"2.0";"1.0";"1"
"51";"Aluísio Azevedo";"A Condeca Vésper ou Memórias de um Condenado";"1882";"azevedo1882.txt";"19th Century";"107578";"7916";"0.07358381825280262";"0.0008334352137749592";"-0.2570403393864073";"3.0693519478210405";"9.006024096385541";"0.03157798611247944";"11.156655881778969";"0.8417177393890642";"2.0";"1.0";"1"
"52";"Aluisio Azevedo";"Girandula de Amores ou Mistério da Tijuca";"1882";"azevedo1882b.txt";"19th Century";"95779";"6501";"0.06787500391526326";"0.0010706518523777406";"-0.2613339233788175";"3.0254678944689717";"7.611111111111111";"0.03558718521927437";"11.656409653423914";"0.8250805016998115";"2.0";"0.9998461775111521";"2"
"53";"Aluisio Azevedo";"Casa de Pensao";"1884";"azevedo1884.txt";"19th Century";"95873";"7541";"0.07865613885035412";"0.0008372972225749458";"-0.26839762027793834";"3.0721171301570864";"9.237037037037037";"0.029561062572087102";"10.70411315831443";"0.8462499998702382";"2.0000000000000004";"1.0";"1"
"54";"Aluisio Azevedo";"Filomena Borges";"1884";"azevedo1884b.txt";"19th Century";"53917";"5743";"0.10651557022831389";"0.0009134134065835028";"-0.2689714906505691";"3.199765461904678";"13.22998255763843";"0.02707425283745542";"9.067733731361926";"0.7118539419433129";"2.0";"1.0";"1"
"55";"Aluisio Azevedo";"O Cortico";"1890";"azevedo1890.txt";"19th Century";"81771";"6890";"0.08425970087194727";"0.0008907998089548113";"-0.2661781181852981";"3.0634459849645665";"6.172687045334104";"0.02796639255623188";"10.492712706272115";"0.7928752340378559";"2.0";"1.0";"1"
"56";"Aluisio Azevedo";"A Mortalha de Alzira";"1894";"azevedo1894.txt";"19th Century";"51573";"5243";"0.10166172221899056";"0.0010449062258698814";"-0.26559435241656587";"3.2041088850648998";"12.091836734693878";"0.031069909697523313";"9.450969845759902";"0.6777863013989872";"2.0";"1.0";"1"
"57";"Aluisio Azevedo";"O Livro de uma Sogra";"1895";"azevedo1895.txt";"19th Century";"53909";"5015";"0.093027138325697";"0.0011362004930561328";"-0.2748860019768988";"3.1648892572382574";"10.5";"0.035036592665062254";"9.77803042037662";"0.7144634498318693";"2.0";"1.0";"1"
"58";"Adolfo Caminha";"A Normalista";"1893";"caminha1893.txt";"19th Century";"60880";"6671";"0.10957621550591327";"0.0007720768606852323";"-0.264144948564579";"3.24352633307091";"9.152777777777779";"0.024427192999064297";"8.947326911986512";"0.6636238646991112";"2.0";"1.0";"1"
"59";"Adolfo Caminha";"No País dos Ianques";"1894";"caminha1894.txt";"19th Century";"53335";"4379";"0.08210368425986687";"0.0008353649332005374";"-0.26917938208268816";"3.5619695250109253";"17.0";"0.0151859080134353";"6.612904191490502";"0.46725999597520573";"2.0";"1.0";"1"
"60";"Adolfo Caminha";"Bom Crioulo";"1895";"caminha1895.txt";"19th Century";"36176";"4835";"0.13365214506855375";"0.0009660971770537801";"-0.26484367092954725";"3.342381208833457";"9.22325581395349";"0.02632491290483025";"8.251624438913218";"0.585504132192441";"2.0";"0.9997931747673217";"2"
"61";"Adolfo Caminha";"Tentacao";"1896";"caminha1896.txt";"19th Century";"40734";"4859";"0.11928610006382874";"0.0009880100937842801";"-0.2776774247070957";"3.2451063167829286";"9.534250585480095";"0.026159566159398854";"8.335857033862577";"0.6775317986822852";"2.0";"1.0";"1"
"62";"Almeida Garrett";"Viagens na Minha Terra";"1846";"garrett1846.txt";"19th Century";"69641";"7386";"0.10605821283439354";"0.0007120279707202834";"-0.26854276551793793";"3.288870561718899";"27.513746334310852";"0.02425522271337754";"9.142722022893253";"0.7923404044602642";"2.0000000000000004";"1.0";"1"
"63";"José Agostinho de Macedo";"Sermao Contra o Filosofismo do Séeculo XIX";"1811";"macedo1811.txt";"19th Century";"10279";"2383";"0.23183189026169862";"0.0013174060735978645";"-0.30544397783386645";"3.632510826583345";"16.67361111111111";"0.02365849477112978";"5.74948472449141";"0.47151331189628265";"2.0";"1.0";"1"
"64";"Joaquim Manuel de Macedo";"A Moreninha";"1844";"macedo1844.txt";"19th Century";"47221";"4275";"0.0905317549395396";"0.0014251273168101974";"-0.28211280951107776";"3.1607492604542085";"8.584586466165414";"0.04956477851755059";"10.427172563303108";"0.727995498969862";"2.0";"1.0";"1"
"65";"Joaquim Manuel de Macedo";"Memórias da Rua do Ouvidor";"1878";"macedo1878.txt";"19th Century";"60088";"5916";"0.09845559845559845";"0.0009260672234615127";"-0.26138075764772595";"3.107963589434958";"10.504901960784313";"0.02162319510535735";"9.415716016625723";"0.7042757042207964";"2.0";"1.0";"1"
"66";"Machado de Assis";"Helena";"1876";"machado1876.txt";"19th Century";"56735";"4764";"0.08396933110073147";"0.0013144457882999254";"-0.2748974646042972";"3.042107922230784";"7.016949152542374";"0.03663630869590334";"10.70207201475064";"0.809195101766921";"2.0";"1.0";"1"
"67";"Machado de Assis";"Iaiá Garcia";"1878";"machado1878.txt";"19th Century";"58661";"4814";"0.08206474489013144";"0.0012817988533513176";"-0.2793864826753843";"3.0649767011187246";"8.505181347150259";"0.03846933542800399";"10.490314433494543";"0.7994727007885254";"2.0000000000000004";"1.0";"1"
"68";"Machado de Assis";"Memórias Póstumas de Brás Cubas";"1881";"machado1881.txt";"19th Century";"61893";"6396";"0.1033396345305608";"0.0008331047405019067";"-0.2740087659264931";"3.1678745414085525";"12.58617224484017";"0.02525711357025172";"9.259848784866453";"0.7798740256515488";"2.0";"1.0";"1"
"69";"Machado de Assis";"Casa Velha";"1885";"machado1885.txt";"19th Century";"22616";"2576";"0.11390166253979483";"0.001955617198335645";"-0.29578874897252916";"3.2140134475064825";"9.914365881032548";"0.0514254538260078";"8.71781268325788";"0.7086980012821249";"2.0";"1.0";"1"
"70";"Machado de Assis";"Quincas Borba";"1891";"machado1891.txt";"19th Century";"77979";"5942";"0.07620000256479309";"0.0010957632244956025";"-0.27043471686356335";"3.109940755361073";"10.616951355661882";"0.039138241323292966";"11.044966471347381";"0.8050233527208613";"2.0000000000000004";"1.0";"1"
"71";"Machado de Assis";"Dom Casmurro";"1899";"machado1899.txt";"19th Century";"67001";"5050";"0.07537200937299443";"0.0013049148052060107";"-0.2891912499609994";"3.0538431098011762";"10.005555555555556";"0.043917892687407166";"11.198061257936367";"0.8609735161261476";"2.0";"1.0";"1"
"72";"Joaquim Nabuco";"O Abolicionismo";"1883";"nabuco1883.txt";"19th Century";"63837";"5983";"0.09372307595908329";"0.0008977570630438309";"-0.27555188877873493";"3.1964471329191766";"18.05625";"0.023885374911836885";"9.137254081343114";"0.7521238260481764";"2.0";"1.0";"1"
"73";"Raul Pompeia";"O Ateneu";"1888";"pompeia1888.txt";"19th Century";"62219";"9758";"0.15683312171523167";"0.0004269878145515237";"-0.2453580105898731";"3.255536362886433";"14.113137254901961";"0.00837340827846018";"7.482287191811";"0.665862880388018";"2.0";"1.0";"1"
"74";"Eca de Queiroz";"O Primo Basílio";"1878";"queiroz1878.txt";"19th Century";"122859";"8325";"0.0677606036187825";"0.0008403069095044108";"-0.2570382722022085";"3.0978545051538804";"11.360524891774894";"0.03460673939787699";"11.822204461981642";"0.794477889356617";"2.0";"1.0";"1"
"75";"Eca de Queiroz";"A Relíquia";"1887";"queiroz1887.txt";"19th Century";"86614";"8216";"0.09485764426074307";"0.0006990057255086493";"-0.25441269843618214";"3.1063455004590006";"11.156974864017586";"0.01745639938236286";"9.81987150979421";"0.7153117127604162";"2.0000000000000004";"1.0";"1"
"76";"Eca de Queiroz";"Os Maias";"1888";"queiroz1888.txt";"19th Century";"218011";"11509";"0.052790914219924684";"0.0007210207072834417";"-0.2366626933703887";"3.0022660402719996";"10.02626050420168";"0.029490207435975756";"13.87076380850396";"0.844731934100257";"2.0";"1.0";"1"
"77";"Eca de Queiroz";"A Ilustre Casa de Ramires";"1900";"queiroz1900.txt";"19th Century";"106258";"8974";"0.08445481751962206";"0.000715466360451237";"-0.2619670349563165";"3.0472310252203756";"14.741145833333334";"0.019958013182938168";"11.01538454803263";"0.7350352831930309";"2.0";"1.0";"1"
"78";"Visconde de Taunay";"Inocencia";"1872";"taunay1872.txt";"19th Century";"51472";"6179";"0.12004585017096674";"0.0008144840047884073";"-0.25296056811519224";"3.289694201271826";"8.856599832915622";"0.031774953799430856";"8.856123814755245";"0.6765075995574829";"2.0";"0.9998381615148082";"2"
"79";"Julia Lopes de Almeida";"A Falencia";"1901";"almeida1901.txt";"20th Century";"73935";"6800";"0.09197267870426726";"0.000854429284583373";"-0.264094754613541";"3.1172170647932655";"11.044378698224852";"0.029003736744789572";"10.02163910929116";"0.7953773295416696";"2.0";"1.0";"1"
"80";"Julia Lopes de Almeida";"A Intrusa";"1905";"almeida1905.txt";"20th Century";"55344";"5656";"0.10219716681121711";"0.000955082245625093";"-0.2730343281793571";"3.1993409032074105";"10.038302277432713";"0.03571359444620036";"9.372201016075486";"0.7512990204726857";"2.0";"1.0";"1"
"81";"Fialho de Almeida";"Aves Migradoras";"1921";"almeida1921.txt";"20th Century";"163602";"10182";"0.0622364029779587";"0.00036173968514225654";"-0.2389362330012089";"3.53909303480891";"17.027941176470588";"0.010262246357996387";"6.753552730677683";"0.5444717927063567";"2.0";"1.0";"1"
"82";"Lima Barreto";"O Triste Fim de Policarpo Quaresma";"1915";"barreto1915.txt";"20th Century";"66829";"7123";"0.10658546439420012";"0.0007526906265297898";"-0.2799067443943407";"3.179194281979781";"11.654432234432234";"0.02414403669844877";"9.34700272254017";"0.7453262548437032";"2.0";"1.0";"1"
"83";"Lima Barreto";"O Cemitério dos Vivos";"1920";"barreto1920.txt";"20th Century";"48286";"5408";"0.11199933728202792";"0.000939398358253546";"-0.2735521431729665";"3.2499507199739983";"13.476190476190474";"0.031149985912927333";"8.822897491513272";"0.7583472648544846";"2.0";"1.0";"1"
"84";"Lima Barreto";"Clara dos Anjos";"1948";"barreto1948.txt";"20th Century";"50102";"5648";"0.11273003073729591";"0.000904426176299582";"-0.27252171956410315";"3.173346918642655";"10.040935672514621";"0.02862697810273017";"8.907899355837985";"0.7697594309298746";"2.0";"1.0";"1"
"85";"Euclídes da Cunha";"Os Sertoes";"1902";"cunha1902.txt";"20th Century";"155749";"13184";"0.08464901861328163";"0.0004727375798045291";"-0.23277191603424283";"3.0932742820630277";"10.515625";"0.012252343004477612";"10.754996297147002";"0.6967072190785725";"2.0";"1.0";"1"
"86";"Santos Dumont";"O Que Eu Vi; o Que Nós Veremos";"1918";"dumont1918.txt";"20th Century";"12630";"2460";"0.19477434679334918";"0.0014673160151690984";"-0.2529656575993693";"3.8066755324341166";"14.6";"0.03120786386939089";"6.483911129844434";"0.4585106968173974";"2.0";"0.9995934959349594";"2"
"87";"Machado de Assis";"Esaú e Jacó";"1904";"machado1904.txt";"20th Century";"72711";"5301";"0.07290506250773611";"0.0012935971497011955";"-0.27565062241013427";"3.0466934327093855";"14.341787782110362";"0.04089507902582057";"11.612523250859606";"0.8529680951177441";"2.0";"1.0";"1"
"88";"Machado de Assis";"Memorial de Aires";"1908";"machado1908.txt";"20th Century";"51375";"3629";"0.0706374695863747";"0.0018895623063384722";"-0.2861462685650182";"3.0113081358146623";"8.7";"0.05831094882017268";"11.467704847189069";"0.8944178041716836";"2.0";"0.99972444199504";"2"
"89";"Antonio de Alcantara Machado";"Brás; Bixiga e Barra Funda";"1927";"machado1927.txt";"20th Century";"10474";"2683";"0.2561581057857552";"0.0011278792118631325";"-0.22743727406967174";"4.1884796505075315";"21.0";"0.021699466305358003";"5.574030279652874";"0.28211834560996213";"2.0";"1.0";"1"
"90";"Antonio de Alcantara Machado";"Mana Maria";"1936";"machado1936.txt";"20th Century";"17830";"2652";"0.14873808188446438";"0.0016832488152966553";"-0.2803402065858897";"3.3956863655423577";"9.208333333333332";"0.042120063939376";"7.95091620951825";"0.5540408675761402";"2.0";"1.0";"1"
"91";"Lindolfo Rocha";"Maria Dusá";"1910";"rocha1910.txt";"20th Century";"69474";"6519";"0.09383366439243458";"0.0009145029415985684";"-0.2561910478057697";"3.157105571125185";"14.0";"0.032572975215449954";"10.300021854244";"0.7419018868547613";"2.0";"1.0";"1"
