"";"author";"title";"date";"filename";"century";"words";"number_of_nodes";"normalized_number_of_nodes";"density";"assortativity_coefficient";"average_shortest_path_length";"diameter";"transitivity";"mean_degree";"mean_clustering";"max_clustering";"mean_betweenness_centrality";"max_betweenness_centrality"
"12";"Manuel Pires de Almeida";"Poesia e Pintura";"1633";"almeida1633.txt";"17th Century";"24763";"4725";"0.19080886806929692";"0.0007462512712301027";"-0.28041203302821455";"3.7444107988477167";"17";"0.021093412638969872";"7.05058201058201";"0.6237665106754624";"2.0";"15522.431580290271";"10140169.015668776"
"13";"Manuel de Almeida";"Vida de Takla Haymanot";"1650";"almeida17th.txt";"17th Century";"9157";"1735";"0.18947253467292782";"0.0020704738922183554";"-0.3317052373518877";"3.485396852985608";"12";"0.031114409966972695";"7.180403458213257";"";"";"5189.414919506426";"1081816.4987303778"
"14";"Vicente Barbosa";"Compendio da Relaçam Que Veyo da India o Anno de 1691";"1691";"barbosa1691.txt";"17th Century";"9157";"1735";"0.18947253467292782";"0.0020704738922183554";"-0.3317052373518877";"3.485396852985608";"12";"0.031114409966972695";"7.180403458213257";"";"";"5189.414919506426";"1081816.4987303778"
"15";"Antonio Brandao";"Monarchia Lusitana";"1632";"brandao1632.txt";"17th Century";"49938";"5365";"0.10743321718931476";"0.0008753951822685912";"-0.2657481229091917";"3.557426021253839";"14";"0.02676618908342589";"9.391239515377446";"0.7228419225482136";"2.0";"16928.91768652699";"11186638.568792084"
"16";"José da Cunha Brochado";"Cartas";"1650";"brochado17th.txt";"17th Century";"31888";"3066";"0.0961490215755143";"0.0017133663002844436";"-0.3536418252881655";"2.9975055574532656";"8";"0.034895082119759925";"10.50293542074364";"0.9555214815938484";"2.0";"7870.978213634274";"2480330.4550203783"
"17";"Antonio das Chagas";"Obras Espirituais II";"1687";"chagas1687.txt";"17th Century";"49603";"3241";"0.06533878999254078";"0.0020470743292917517";"-0.3674454687940794";"2.8739543693647365";"7";"0.04681589563908179";"13.265041653810552";"1.120858771056328";"2.0";"7968.3925540001";"2478187.590431374"
"18";"Manuel da Costa";"A Arte de Furtar";"1652";"costa1652.txt";"17th Century";"51548";"6186";"0.12000465585473734";"0.000753520414444069";"-0.31946403498080017";"3.1839837053497337";"14";"0.020062362716210702";"9.321047526673134";"0.9048022964259085";"2.0";"17185.760179093213";"12048006.11242709"
"19";"Manuel de Galhegos";"Gazeta";"1641";"galhegos1641.txt";"17th Century";"25438";"2685";"0.10555075084519223";"0.0017585415469837122";"-0.30569357907440003";"3.0577300618604766";"9";"0.03021408963159351";"9.439851024208567";"0.8751320054198316";"2.0";"7135.832436600397";"2288253.7382343006"
"20";"Francisco Rodrigues Lobo";"Corte da Aldeia e Noites de Inverno";"1619";"lobo1619.txt";"17th Century";"51830";"4113";"0.07935558556820374";"0.0015212276534212013";"-0.3556931410463072";"2.871567363517593";"7";"0.03330701808927497";"12.51057622173596";"1.1177826318171977";"2.0";"10083.026076096687";"4564110.6655102745"
"21";"Gregorio de Matos";"Mixed Texts (Part 1)";"1650";"matos17th1.txt";"17th Century";"58454";"5708";"0.09764943374277209";"0.0008056961483635153";"-0.29287474873667846";"3.220223900399428";"12";"0.02152256646560102";"9.196215837421164";"0.8266696854632937";"2.0";"15779.027275759063";"10498094.513546463"
"22";"Gregorio de Matos";"Mixed Texts (Part 2)";"1650";"matos17th2.txt";"17th Century";"41488";"7173";"0.17289336675665254";"0.0006819742715856209";"-0.28411784702698106";"3.178271445198418";"11";"0.02004395912798197";"9.782238951624146";"0.8694739191161962";"2.0";"19562.995193713603";"15538025.402361928"
"23";"Francisco Manuel de Melo";"Tácito Portugues";"1650";"melo1650.txt";"17th Century";"34077";"3751";"0.11007424362473223";"0.0014502799253532392";"-0.35515634579348754";"2.9561733226695104";"7";"0.02704969750497888";"10.877099440149294";"0.971902985182717";"2.0";"9378.898406168377";"3744091.848946802"
"24";"Padre Antonio Vieira";"Sermao pelo Bom Sucesso das Armas de Portugal contra as de Holanda";"1640";"vieira1640.txt";"17th Century";"9145";"1681";"0.18381629305631492";"0.002247811676723039";"-0.338449220556877";"3.4931216537775134";"13";"0.04276788741359865";"7.552647233789411";"0.6845094949633667";"2.0";"5021.456340956536";"795664.5163972602"
"25";"Padre Antonio Vieira";"Sermao dos Bons Anos";"1642";"vieira1642.txt";"17th Century";"8853";"1558";"0.17598554162430816";"0.0024672212040039473";"-0.3348907970990782";"3.6720155396578487";"15";"0.05300867944311761";"7.682926829268292";"";"";"4913.09029336522";"680232.9050600891"
"26";"Padre Antonio Vieira";"Sermao da Sexagésima";"1655";"vieira1655.txt";"17th Century";"11442";"1600";"0.13983569306065374";"0.002680581613508443";"-0.3693885227087967";"3.440661741713571";"13";"0.055874735017842445";"8.5725";"0.6963809978748244";"2.0";"4767.72405305047";"681700.8065001006"
"27";"Padre Antonio Vieira";"Sermao do Espírito Santo";"1657";"vieira1657.txt";"17th Century";"12139";"1849";"0.15231897190872395";"0.0022988324097031505";"-0.3621683749950463";"3.3390776341019714";"14";"0.04617542884922564";"8.496484586262845";"0.7586342494926461";"2.0";"5247.640497461637";"1050497.5011067814"
"28";"Padre Antonio Vieira";"Cartas";"1646";"vieira1670.txt";"17th Century";"52391";"3220";"0.06146093794735737";"0.002114483298891095";"-0.3262559115382138";"2.9390458245780584";"8";"0.05080618718319548";"13.61304347826087";"1.0807341622837563";"2.0";"8130.201108787993";"2154730.357150503"
"29";"Padre Antonio Vieira";"Cartas";"1650";"vieira17th.txt";"17th Century";"52391";"3220";"0.06146093794735737";"0.002114483298891095";"-0.3262559115382138";"2.9390458245780584";"8";"0.05080618718319548";"13.61304347826087";"1.0807341622837563";"2.0";"8130.201108787993";"2154730.357150503"
"30";"Matias Aires";"Reflexoes Sobre a Vaidade dos Homens";"1752";"aires1752.txt";"18th Century";"54942";"6673";"0.12145535291762222";"0.0006401517479258014";"-0.3275094177798672";"3.209605685749617";"10";"0.020148530741522903";"8.542184924321894";"0.943891703280454";"2.0";"18837.89792435563";"14466635.147881722"
"31";"Manoel Botelho de Oliveira";"À Ilha da Maré";"1705";"botelho1705.txt";"18th Century";"1852";"670";"0.3617710583153348";"0.0038373156638332995";"-0.3384573639931778";"3.6559441059431004";"11";"0.03939205955334987";"5.134328358208955";"";"";"2053.9846099703122";"171244.99416915825"
"32";"Pedro Correia Garcao";"Obras Completas";"1750";"garcao18th.txt";"18th Century";"24562";"3263";"0.1328474879895774";"0.0014075659818867246";"-0.35699628736785455";"3.2482905241741142";"18";"0.026303071530555736";"9.182960465828991";"0.7745365070001823";"2.0";"9029.851814002292";"2514880.6928039743"
"33";"Teresa Margarida da Silva e Ortas";"Aventuras de Diófanes";"1777";"ortas1777.txt";"18th Century";"67649";"4066";"0.06010436222264926";"0.0017764088118008578";"-0.31465184252092415";"2.8765604438332204";"8";"0.034784046162892594";"14.442203639940974";"";"";"10032.360918787135";"4515066.594098744"
"34";"António Nunes Ribeiro Sanches";"Cartas Sobre a Educacao da Mocidade";"1760";"sanches1760.txt";"18th Century";"56017";"6654";"0.11878536872735063";"0.0006713266253529384";"-0.30889052735505296";"3.384056861200267";"17";"0.019229977606190603";"8.932672076946197";"0.7798351730740759";"2.0";"19773.191100227974";"13762924.360194758"
"35";"Antonio José da Silva";"Vida do Grande D. Quixote de La Mancha e do Gordo Sancho Panca";"1733";"silva1733.txt";"18th Century";"20055";"2459";"0.12261281475941162";"0.0019059524947958562";"-0.36693745447833476";"3.1451937073125373";"11";"0.04379542815887294";"9.369662464416429";"0.8509754823592726";"2.0";"6595.121893482518";"1577610.4596076426"
"36";"Antonio José da Silva";"Esopaida ou Vida de Esopo";"1734";"silva1734.txt";"18th Century";"20455";"2357";"0.11522855047665607";"0.00204642746779632";"-0.38893501918754086";"3.1571676260589587";"12";"0.04848993340825812";"9.642766228256258";"";"";"6361.406381028863";"1363852.1676692918"
"37";"Antonio José da Silva";"Os Encantos de Medeia";"1735";"silva1735.txt";"18th Century";"16685";"1955";"0.11717111177704526";"0.0024834623449308518";"-0.38291079093790287";"3.135410762795054";"10";"0.05242026917074602";"9.705370843989769";"";"";"5189.475852618306";"892678.9864635321"
"38";"Antonio José da Silva";"Anfitriao ou Jupiter e Alcmena";"1736";"silva1736.txt";"18th Century";"25042";"2401";"0.09587892340867343";"0.0022105372761349437";"-0.3866008747560077";"3.1289403720671944";"11";"0.05391412477425001";"10.61057892544773";"0.8620111714723071";"2.0";"6428.700048750569";"1229490.1165600407"
"39";"Antonio José da Silva";"O Labirinto de Creta";"1736";"silva1736b.txt";"18th Century";"30050";"2838";"0.09444259567387688";"0.001882404141587196";"-0.38819091032951475";"3.083979121162192";"9";"0.04453530597647944";"10.68076109936575";"0.9046092730982133";"2.0";"7469.835147353088";"1702099.7071893371"
"40";"Antonio José da Silva";"As Verdades de Proteu";"1737";"silva1737.txt";"18th Century";"16153";"1991";"0.12325883736767164";"0.002363399115113488";"-0.4086730236829065";"3.1808093708118697";"9";"0.04861858818462595";"9.406328478151682";"0.7312105491123181";"2.0";"5364.880819749862";"770638.0289830419"
"41";"Antonio José da Silva";"Guerras do Alecrim e da Manjerona";"1737";"silva1737b.txt";"18th Century";"23096";"2540";"0.10997575337720818";"0.0018404232554821943";"-0.3948926260755392";"3.177792887645641";"13";"0.044513795784089503";"9.345669291338583";"0.8605558515063418";"2.0";"6948.758872951152";"1399597.2872600178"
"42";"Antonio José da Silva";"Precipício de Faetonte";"1738";"silva1738.txt";"18th Century";"21248";"2382";"0.1121046686746988";"0.002058346742385052";"-0.3970361084262451";"3.1538168984731136";"11";"0.04435059814148451";"9.801847187237616";"0.8144027560866246";"2.0";"6356.880543405773";"1239014.9599935925"
"43";"Luis Antonio Verney";"O Verdadeiro Método de Estudar";"1746";"verney1746.txt";"18th Century";"47818";"3813";"0.07973984691957003";"0.0014782779077156102";"-0.3046278967628125";"3.1283851373868985";"13";"0.04428811124110258";"11.270390768423812";"0.9715111641465842";"2.0";"10412.224465558658";"5197518.0433772495"
"44";"Casimiro de Abreu";"Carolina";"1856";"abreu1856.txt";"19th Century";"5275";"1125";"0.2132701421800948";"0.003265322261763543";"-0.36528882523794715";"3.3970755239224992";"8";"0.04642175437936644";"7.3404444444444445";"0.5106963795959173";"2.0";"3204.768240356304";"304737.4818908028"
"45";"José de Alencar";"O Guarani";"1857";"alencar1857.txt";"19th Century";"109296";"6128";"0.05606792563314302";"0.0011804372718281152";"-0.3393364469999803";"2.9218202475367985";"9";"0.029455440710894853";"14.465078328981724";"1.0121954060540275";"2.0";"15626.821839446324";"8953460.670557981"
"46";"José de Alencar";"Lucíola";"1862";"alencar1862.txt";"19th Century";"46302";"4582";"0.09895900825018358";"0.0012253371130123846";"-0.35342659662797804";"3.0400254557591846";"8";"0.02854595181510448";"11.226538629419467";"0.8776245829367177";"2.0";"12003.21226599649";"5342096.3545142505"
"47";"José de Alencar";"Iracema";"1865";"alencar1865.txt";"19th Century";"29639";"3491";"0.11778400080974392";"0.0013992591674539278";"-0.3629474755886111";"3.0981293690940026";"9";"0.02546035648125282";"9.766828988828417";"0.821432696177088";"2.0";"9317.917588755565";"3355845.958725173"
"48";"José de Alencar";"Senhora";"1875";"alencar1875.txt";"19th Century";"78378";"6754";"0.0861721401413662";"0.0008669415990375044";"-0.3372126873350642";"2.9621405610491895";"9";"0.019561793005421726";"11.708913236600534";"0.9879798223055652";"2.0";"17305.074520053684";"12583474.647923337"
"49";"Manuel Antonio de Almeida";"Memórias de um Sargento de Milícias";"1852";"almeida1852.txt";"19th Century";"60982";"4856";"0.07963005477026008";"0.0012499215299704614";"-0.32492822287783346";"2.9904828154876935";"10";"0.03468450987332631";"12.13673805601318";"1.007340234287812";"2.0";"12527.284077029966";"5583417.292899503"
"50";"Castro Alves";"Espumas Flutuantes";"1870";"alves1870.txt";"19th Century";"20016";"3926";"0.19614308553157475";"0.0009852331833181372";"-0.3559972931393302";"3.4599393233416937";"15";"0.018991127980564185";"7.734080489047376";"0.5395697630108042";"2.0";"11437.023774722993";"3456829.981720419"
"51";"Álvares de Azevedo";"Noite na Taverna";"1855";"azevedo1855.txt";"19th Century";"18112";"2615";"0.14437941696113074";"0.001757121895485553";"-0.37878257396285336";"3.2900377581517963";"24";"0.035406093209003155";"9.186233269598471";"0.7782714548272415";"2.0";"7321.487715084081";"1675662.8170355582"
"52";"Aluísio Azevedo";"A Condeca Vésper ou Memórias de um Condenado";"1882";"azevedo1882.txt";"19th Century";"107578";"7922";"0.0736395917380877";"0.0007763167209034456";"-0.3261738364538417";"2.9729649462897005";"9";"0.022221971595510166";"12.298409492552386";"1.0426658462395793";"2.0";"20551.138836753624";"15279815.600420006"
"53";"Aluisio Azevedo";"Girandula de Amores ou Mistério da Tijuca";"1882";"azevedo1882b.txt";"19th Century";"95779";"6507";"0.06793764812746009";"0.0010013099940941843";"-0.33025776118290895";"2.944921257390728";"9";"0.02656137112849571";"13.029045643153527";"";"";"16610.03951217292";"10673492.276922962"
"54";"Aluisio Azevedo";"Casa de Pensao";"1884";"azevedo1884.txt";"19th Century";"95873";"7547";"0.07871872164217246";"0.0007873620040097868";"-0.34477673424973426";"2.961745848465264";"10";"0.02092914048868862";"11.882867364515702";"1.0636489601934438";"2.0";"19566.3914578668";"13415813.695008207"
"55";"Aluisio Azevedo";"Filomena Borges";"1884";"azevedo1884b.txt";"19th Century";"53917";"5749";"0.10662685238422019";"0.0008856340390443988";"-0.339955438490195";"3.0216171146160424";"8";"0.020134777465274593";"10.181248912854409";"0.9357152708162183";"2.0";"15173.017250705621";"8949896.976115907"
"56";"Aluisio Azevedo";"O Cortico";"1890";"azevedo1890.txt";"19th Century";"81771";"6896";"0.08433307651857015";"0.0008484072489395962";"-0.343502046079689";"2.9414767670173583";"7";"0.020800505423513346";"11.69953596287703";"1.0156175557678007";"2.0";"17734.034068397927";"11908270.551048135"
"57";"Aluisio Azevedo";"A Mortalha de Alzira";"1894";"azevedo1894.txt";"19th Century";"51573";"5249";"0.10177806216431079";"0.0010025864392288425";"-0.3439342101476022";"3.06278725709659";"10";"0.023211057849764967";"10.523147266145932";"0.8758064509625216";"2.0";"13970.326488287963";"7121753.093341435"
"58";"Aluisio Azevedo";"O Livro de uma Sogra";"1895";"azevedo1895.txt";"19th Century";"53909";"5021";"0.0931384369956779";"0.0011042466263208469";"-0.3237633524787903";"3.0461100429986883";"11";"0.02824133517183346";"11.086636128261302";"0.8984459258874247";"2.0";"13173.313451558552";"6437000.392656599"
"59";"Adolfo Caminha";"A Normalista";"1893";"caminha1893.txt";"19th Century";"60880";"6677";"0.10967477003942182";"0.0007388787044550689";"-0.33393945129362984";"3.0302470505647343";"8";"0.017007256125676704";"9.86550846188408";"0.975673999622466";"2.0";"17600.59052354811";"13173186.798565948"
"60";"Adolfo Caminha";"No País dos Ianques";"1894";"caminha1894.txt";"19th Century";"53335";"4385";"0.08221618074435173";"0.0008565926474627338";"-0.349578108603077";"3.284110094549268";"15";"0.013464757486600148";"7.51060433295325";"0.683149643811237";"2.0";"12344.614216555306";"5985628.558795595"
"61";"Adolfo Caminha";"Bom Crioulo";"1895";"caminha1895.txt";"19th Century";"36176";"4841";"0.13381800088456436";"0.0009424492241716331";"-0.3265855610615662";"3.051710040443116";"9";"0.01839951580647185";"9.122908489981409";"0.9041396758618458";"2.0";"12768.356391854788";"7938789.544998201"
"62";"Adolfo Caminha";"Tentacao";"1896";"caminha1896.txt";"19th Century";"40734";"4865";"0.1194333971620759";"0.0009660504678963596";"-0.3522535623187088";"3.062251725874939";"9";"0.019771376780986515";"9.397738951695786";"0.9171827251737181";"2.0";"12945.845115602375";"6765896.455754052"
"63";"Almeida Garrett";"Viagens na Minha Terra";"1846";"garrett1846.txt";"19th Century";"69641";"7392";"0.10614436897804454";"0.0007023247239388492";"-0.32848036661965574";"3.1179219153867375";"17";"0.020788557598175862";"10.381764069264069";"0.9658747431038405";"2.0";"19893.981910230057";"14326846.251007363"
"64";"José Agostinho de Macedo";"Sermao Contra o Filosofismo do Séeculo XIX";"1811";"macedo1811.txt";"19th Century";"10279";"2389";"0.23241560463080066";"0.001337789828169731";"-0.31660454791031084";"3.4374627077062443";"12";"0.022044728434504793";"6.389284219338635";"0.6395968522470129";"2.0";"7233.246250654542";"2280424.043557126"
"65";"Joaquim Manuel de Macedo";"A Moreninha";"1844";"macedo1844.txt";"19th Century";"47221";"4281";"0.09065881705173545";"0.0013718517160153426";"-0.3472680806444199";"3.0279027413020367";"9";"0.03792615625157546";"11.743050689091334";"0.9430212125788549";"2.0";"11098.896595265294";"3700634.2829055386"
"66";"Joaquim Manuel de Macedo";"Memórias da Rua do Ouvidor";"1878";"macedo1878.txt";"19th Century";"60088";"5922";"0.09855545200372787";"0.0009172613336659806";"-0.31455172980445806";"2.999411079608861";"10";"0.019076400364951528";"10.862208713272542";"0.8686429262014022";"2.0";"15237.468533948242";"9840313.722685903"
"67";"Machado de Assis";"Helena";"1876";"machado1876.txt";"19th Century";"56735";"4770";"0.08407508592579536";"0.0012571143210452903";"-0.3522754721883958";"2.9400550726587196";"8";"0.026941376692206243";"11.990356394129979";"0.9879419357639985";"2.0";"12075.205563053369";"5201708.527764256"
"68";"Machado de Assis";"Iaiá Garcia";"1878";"machado1878.txt";"19th Century";"58661";"4820";"0.08216702749697415";"0.0012236746144023614";"-0.3495798864186005";"2.9520477811291577";"8";"0.027639993883767925";"11.79377593360996";"1.0185335006192398";"2.0";"12391.472014049918";"5246917.823858301"
"69";"Machado de Assis";"Memórias Póstumas de Brás Cubas";"1881";"machado1881.txt";"19th Century";"61893";"6402";"0.10343657602636809";"0.0007983806029214527";"-0.3364333885545624";"2.9799611031957136";"9";"0.01737983957310925";"10.220868478600437";"1.024523342523833";"2.0";"16691.216691798032";"12541219.664604243"
"70";"Machado de Assis";"Casa Velha";"1885";"machado1885.txt";"19th Century";"22616";"2582";"0.11416696144322604";"0.001906772094592222";"-0.36836931562551023";"3.0417861744242543";"11";"0.0381930874621367";"9.84275755228505";"0.9372602113539693";"2.0";"6745.300167532867";"1669821.498080037"
"71";"Machado de Assis";"Quincas Borba";"1891";"machado1891.txt";"19th Century";"77979";"5948";"0.07627694635735262";"0.0010117390909546318";"-0.34063675481769223";"2.9141388078440933";"10";"0.02434713818601626";"12.033624747814391";"1.0872290684766108";"2.0";"15149.837160031855";"10055275.175107969"
"72";"Machado de Assis";"Dom Casmurro";"1899";"machado1899.txt";"19th Century";"67001";"5056";"0.07546156027521977";"0.0012167971929033792";"-0.33858523782490635";"2.9304239598592696";"12";"0.029389249386826726";"12.301819620253164";"1.081817151482845";"2.0";"12851.605936392538";"6491795.168574008"
"73";"Joaquim Nabuco";"O Abolicionismo";"1883";"nabuco1883.txt";"19th Century";"63837";"5989";"0.09381706533828343";"0.0008838849848636996";"-0.31469028505145835";"3.0614437535392485";"13";"0.020182595962067874";"10.585406578727667";"0.8995985006233349";"2.0";"15867.926136170254";"9976044.77748426"
"74";"Raul Pompeia";"O Ateneu";"1888";"pompeia1888.txt";"19th Century";"62219";"9764";"0.1569295552805413";"0.0004325475674342214";"-0.35494634246598017";"3.0040244453104323";"13";"0.006561390803146776";"8.445923801720607";"0.9722037272668093";"2.0";"25101.75075468508";"33210806.277498666"
"75";"Eca de Queiroz";"O Primo Basílio";"1878";"queiroz1878.txt";"19th Century";"122859";"8331";"0.0678094400898591";"0.0007574653916301847";"-0.3258637498530992";"2.9457633107258028";"9";"0.02079024641520127";"12.619373424558876";"1.0548059322950318";"2.0";"21565.882365260943";"18240111.992545262"
"76";"Eca de Queiroz";"A Relíquia";"1887";"queiroz1887.txt";"19th Century";"86614";"8222";"0.09492691712656152";"0.0006660890728696385";"-0.32156783319986515";"2.9179491528287325";"10";"0.01271029202942914";"10.951836536122597";"0.9487024304606895";"2.0";"20864.884597376345";"20589537.840596236"
"77";"Eca de Queiroz";"Os Maias";"1888";"queiroz1888.txt";"19th Century";"218011";"11515";"0.05281843576700258";"0.0006336374204643995";"-0.293967651416672";"2.8514297193825695";"9";"0.017384550641254423";"14.59140251845419";"1.088664380920082";"2.0";"28877.567119652704";"36087446.56459114"
"78";"Eca de Queiroz";"A Ilustre Casa de Ramires";"1900";"queiroz1900.txt";"19th Century";"106258";"8980";"0.08451128385627435";"0.0006633642319582119";"-0.3174745684913383";"2.9120591823882056";"12";"0.01382626620506208";"11.912694877505569";"0.9659554271900967";"2.0";"22698.064258833652";"21696076.938316498"
"79";"Visconde de Taunay";"Inocencia";"1872";"taunay1872.txt";"19th Century";"51472";"6186";"0.12018184644078334";"0.0007933004377109394";"-0.33042783268742415";"3.118163109072799";"10";"0.024036776152935906";"9.81312641448432";"0.9078202879668085";"2.0";"16681.32105764578";"8993916.062396547"
"80";"Julia Lopes de Almeida";"A Falencia";"1901";"almeida1901.txt";"20th Century";"73935";"6806";"0.09205383106782986";"0.0008159373574295748";"-0.3345343278016963";"2.979650815948153";"10";"0.0207569659272504";"11.104907434616514";"1.0620375325233742";"2.0";"17618.263879095815";"11237889.868591953"
"81";"Julia Lopes de Almeida";"A Intrusa";"1905";"almeida1905.txt";"20th Century";"55344";"5663";"0.10232364845331021";"0.0009411517112107302";"-0.35468490452966156";"3.0742858652342604";"10";"0.028886166942286094";"10.657601977750309";"0.9677752256974412";"2.0";"14983.813624560045";"7269224.744922097"
"82";"Fialho de Almeida";"Aves Migradoras";"1921";"almeida1921.txt";"20th Century";"163602";"10188";"0.06227307734624271";"0.000366237345155602";"-0.3119057729672444";"3.2372831332449894";"11";"0.007869814059030467";"7.461719670200235";"0.7939511954806422";"2.0";"28342.79235107028";"35349144.24644997"
"83";"Lima Barreto";"O Triste Fim de Policarpo Quaresma";"1915";"barreto1915.txt";"20th Century";"66829";"7130";"0.10669020934025647";"0.0007331727056801556";"-0.3330431757926006";"3.0140846791161953";"11";"0.018162253724642162";"10.453576437587659";"0.9742556441877382";"2.0";"18685.471894305196";"14901813.478597287"
"84";"Lima Barreto";"O Cemitério dos Vivos";"1920";"barreto1920.txt";"20th Century";"48286";"5414";"0.11212359690179348";"0.0009042863671997069";"-0.33279230009055843";"3.054117824818155";"13";"0.021237590077202266";"9.789804211304027";"0.9938964144820834";"2.0";"14547.096186255741";"8671383.621474043"
"85";"Lima Barreto";"Clara dos Anjos";"1948";"barreto1948.txt";"20th Century";"50102";"5654";"0.11284978643567123";"0.0008684984091451922";"-0.34355668029494857";"2.990841986352445";"9";"0.019477454017209548";"9.819243013795543";"1.011128318036454";"2.0";"14810.561563660427";"9712128.44263846"
"86";"Euclídes da Cunha";"Os Sertoes";"1902";"cunha1902.txt";"20th Century";"155749";"13190";"0.08468754213510199";"0.0004435543185613531";"-0.316105457749094";"2.9166456459023364";"10";"0.00815419952579733";"11.700075815011372";"0.9311561639347045";"2.0";"33256.69077418961";"49514656.039886095"
"87";"Santos Dumont";"O Que Eu Vi; o Que Nós Veremos";"1918";"dumont1918.txt";"20th Century";"12630";"2467";"0.1953285827395091";"0.0015000932010568705";"-0.32424047395688266";"3.4355209774703295";"13";"0.025845355286996267";"7.398459667612485";"0.6467998400358917";"2.0";"7237.5629541879425";"1794370.0904269912"
"88";"Machado de Assis";"Esaú e Jacó";"1904";"machado1904.txt";"20th Century";"72711";"5307";"0.07298758097124232";"0.0012005777773895056";"-0.33349420288869036";"2.887430784864005";"11";"0.027347284134604594";"12.740531373657433";"1.1103960831643032";"2.0";"13270.038984044373";"7293644.027631627"
"89";"Machado de Assis";"Memorial de Aires";"1908";"machado1908.txt";"20th Century";"51375";"3635";"0.07075425790754258";"0.0017772693929183267";"-0.34096167886476925";"2.91927710496688";"11";"0.04199708973212423";"12.917193947730398";"";"";"9135.167373612769";"2954497.0511433254"
